avalanche.id;date;date.quality;hydrological.year;canton;local.name;start.zone.coordinates.x;start.zone.coordinates.y;coordinates.quality;start.zone.elevation;start.zone.slope.aspect;start.zone.inclination;forecasted.dangerlevel;number.dead;number.caught;number.fully.buried;activity
25124;03.01.2019;0;2018/19;SG;;9.248649654126094;47.039357785880284;25;1940;ENE;37;3;1;1;1;tour
25126;03.01.2019;0;2018/19;UR;Rot Grat;8.719998575352994;46.819048192768086;25;2215;NNE;36;3;1;2;1;tour
25153;14.01.2019;0;2018/19;VS;Portes du Soleil;6.833370003838586;46.19517646088049;25;1985;S;38;4;1;2;1;offpiste
25162;15.01.2019;0;2018/19;VS;Mont Gond / Plan du Fou;7.300190782251435;46.1333056238591;25;2275;E;41;4;1;1;0;offpiste
25165;13.01.2019;0;2018/19;GR;;9.91207172940094;46.59749969123865;100;2245;NE;NA;3;1;1;1;tour
25188;19.01.2019;0;2018/19;FR;La Rupa;7.175802675691593;46.57094723348964;25;1720;N;44;3;1;3;1;tour
25189;19.01.2019;0;2018/19;VD;;7.119103278050118;46.49771232202321;25;2170;S;NA;3;1;3;3;tour
25208;02.02.2019;0;2018/19;BE;Meniggrat;7.482353690753133;46.59809477639227;25;1750;NNW;NA;3;1;2;1;tour
25222;04.02.2019;0;2018/19;FR;Les Millets;7.089100262011964;46.50437013154158;25;1815;W;48;3;1;1;1;tour
25227;05.02.2019;0;2018/19;BE;Niesen;7.644353974346553;46.643930384835556;25;2215;SW;36;3;1;1;1;tour
25255;17.02.2019;0;2018/19;FR;;7.373749479993594;46.67360177660254;25;1950;WNW;44;3;1;1;1;tour
25266;19.02.2019;0;2018/19;VS;Tubang;7.495152922119992;46.357772754081;25;2745;SSE;NA;2;1;5;1;transportation.corridor
25284;13.03.2019;2;2018/19;VS;Turtmanntal;7.705708407805477;46.240392802244735;250;2000;ENE;NA;NA;1;1;1;transportation.corridor
25292;24.03.2019;0;2018/19;VS;Combe de Malaluy;7.070672816734297;46.03406266705823;25;2285;NE;42;3;1;4;2;tour
25306;26.04.2019;0;2018/19;VS;;8.081047518004068;46.51568900667525;250;3400;SW;NA;3;4;4;4;tour
25315;11.05.2019;0;2018/19;VS;Tournelon Blanc;7.3081074595331135;45.960960854121936;25;3310;NW;NA;2;1;6;3;tour
25318;15.02.2019;1;2018/19;GR;Vadret da Roseg;9.844361931468127;46.37863233656158;100;2700;N;NA;NA;1;1;1;tour
25709;15.12.2019;0;2019/20;OW;Laub / Engelberg;8.408377886326228;46.791171351908986;25;2040;NW;44;3;1;1;1;offpiste
25716;26.12.2019;0;2019/20;GR;Piz Nair;9.789132156194839;46.50560796897552;25;2964;SE;38;3;1;1;1;offpiste
25721;28.12.2019;0;2019/20;VS;Stieltihorn;7.767602127530743;46.43146228083128;25;2730;SSE;NA;3;1;1;1;tour
25769;13.02.2020;0;2019/20;VS;Rossbodenpass;7.991802854707774;46.19212727773574;25;3145;NNE;NA;2;2;3;2;tour
25814;07.05.2020;0;2019/20;BE;Lauteraarhorn;8.13089222598487;46.58196720729711;25;3880;S;NA;NA;1;1;1;tour
25815;08.05.2020;0;2019/20;VS;;7.531756179062713;45.95704143952132;25;3360;N;NA;NA;1;2;2;tour
25900;18.11.2020;0;2020/21;GL;;9.018379094552285;47.0118094690056;25;2480;N;NA;NA;1;1;1;tour
25901;07.12.2020;0;2020/21;NW;Titlis, Stand;8.407507921165543;46.78650089037361;25;2090;NW;44;3;1;3;1;offpiste
25902;08.12.2020;0;2020/21;VS;Col des Outannes;7.499843029966955;46.36905991450908;25;2820;S;NA;2;1;1;1;offpiste
25908;10.12.2020;0;2020/21;VS;Mittelallalin;7.901597733470393;46.05674204326509;25;3370;NW;42;3;1;1;1;offpiste
25919;13.12.2020;0;2020/21;TI;Passo di Rotondo;8.46545617656551;46.50800843340793;25;2700;NE;46;2;1;1;1;tour
25920;17.12.2020;0;2020/21;UR;Eggenmanndli;8.552125406544798;46.83205267767608;25;2425;NE;48;2;1;1;1;tour
25940;29.12.2020;0;2020/21;VS;;7.357410971859159;46.113570337020555;25;3020;NE;48;3;1;1;1;tour
25942;31.12.2020;0;2020/21;BE;;7.031711298910999;47.13649907373439;25;1320;NE;NA;2;1;1;0;tour
25977;15.01.2021;0;2020/21;NW;Niederbauen;8.531469156459295;46.94776345070017;25;1430;NW;45;4;1;2;1;offpiste
25978;16.01.2021;0;2020/21;GR;Drostobel;9.843131671514222;46.86019458823684;25;2190;N;42;4;1;2;1;offpiste
25979;16.01.2021;0;2020/21;OW;Laubersgrat;8.417397931186212;46.79019478509296;25;2320;NW;45;4;1;3;0;offpiste
25980;16.01.2021;0;2020/21;SZ;Chlingenstock;8.670958656738794;46.961101540875895;25;1715;N;54;4;1;1;1;offpiste
25984;17.01.2021;0;2020/21;VD;Rochers de Naye;6.974030666111298;46.43253111274051;25;1750;NW;NA;3;1;4;1;offpiste
25994;18.01.2021;0;2020/21;VS;;7.267367133159047;46.09970675529158;25;2700;W;NA;3;1;2;0;offpiste
25996;17.01.2021;0;2020/21;BE;Wasserngrat;7.325527140130416;46.455107327945726;25;2030;W;45;3;1;3;1;offpiste
26001;18.01.2021;0;2020/21;VS;Gentianes / Verbier;7.298742480196108;46.09291309786434;25;2770;N;NA;3;1;1;1;offpiste
26014;23.01.2021;0;2020/21;VS;Pointe de Champ Ferret;7.277470902242295;46.11555404318283;25;2710;NE;NA;3;1;2;2;tour
26045;31.01.2021;0;2020/21;VS;La Fouly;7.1141645339028665;45.93124425035803;25;2020;N;NA;4;1;1;1;offpiste
26100;04.02.2021;0;2020/21;GR;Valletta Schlattain;9.791658458606419;46.51275556548797;25;2850;SW;NA;3;1;2;1;offpiste
26123;11.02.2021;0;2020/21;GR;;9.32383514013654;46.76326211768302;25;2100;N;48;3;1;1;1;tour
26138;17.02.2021;0;2020/21;GR;Piz Alv;10.00230424676766;46.448974157862445;25;2880;SE;44;2;1;2;1;tour
26160;17.03.2021;0;2020/21;GR;Jatzhorn;9.861542400684137;46.76355417882813;25;2620;ENE;44;3;1;1;1;tour
26164;20.03.2021;0;2020/21;VS;Le Crepon Blanc;7.36073040923147;46.14397737287134;25;2600;N;NA;3;1;1;1;offpiste
26180;21.03.2021;0;2020/21;VS;;7.400953177639432;46.3651122161268;25;2590;SW;45;3;1;3;2;tour
26181;19.03.2021;0;2020/21;VS;Mont Gautier / Col de Cou;7.48436735248648;46.199409209668616;25;2385;NW;NA;3;1;1;1;offpiste
26194;23.03.2021;0;2020/21;VS;;7.664030114220155;46.06889177362522;25;3455;W;48;3;1;4;1;tour
26195;23.03.2021;0;2020/21;UR;Gemssstock - Unteralptal;8.625179907166947;46.619899603865576;25;2090;NE;NA;3;2;3;2;offpiste
26249;14.05.2021;0;2020/21;GR;;8.914576059825112;46.8102317857512;25;3570;WSW;48;2;2;2;1;tour
26257;13.06.2021;0;2020/21;VS;;7.381090672756781;45.98180209422524;25;3370;NW;48;NA;1;1;1;tour
26259;13.03.2021;0;2020/21;VS;Rothorn;7.643880157967272;46.24421070361288;25;2970;NE;NA;2;1;1;1;tour
